MatchID,Season,MatchWeek,Date,HomeTeam,AwayTeam,FullTimeHomeTeamGoals,FullTimeAwayTeamGoals,FullTimeResult,HomeTeamPoints,AwayTeamPoints
2015-2016_Arsenal_Newcastle,2015-2016,20,1/2/2016,Arsenal,Newcastle,1,0,H,3,0
2015-2016_Leicester_Bournemouth,2015-2016,20,1/2/2016,Leicester,Bournemouth,0,0,D,1,1
2015-2016_Man United_Swansea,2015-2016,20,1/2/2016,Man United,Swansea,2,1,H,3,0
2015-2016_Norwich_Southampton,2015-2016,20,1/2/2016,Norwich,Southampton,1,0,H,3,0
2015-2016_Sunderland_Aston Villa,2015-2016,20,1/2/2016,Sunderland,Aston Villa,3,1,H,3,0
2015-2016_Watford_Man City,2015-2016,20,1/2/2016,Watford,Man City,1,2,A,0,3
2015-2016_West Brom_Stoke,2015-2016,20,1/2/2016,West Brom,Stoke,2,1,H,3,0
2015-2016_West Ham_Liverpool,2015-2016,20,1/2/2016,West Ham,Liverpool,2,0,H,3,0
2015-2016_Crystal Palace_Chelsea,2015-2016,20,1/3/2016,Crystal Palace,Chelsea,0,3,A,0,3
2015-2016_Everton_Tottenham,2015-2016,20,1/3/2016,Everton,Tottenham,1,1,D,1,1
2015-2016_Aston Villa_Crystal Palace,2015-2016,21,1/12/2016,Aston Villa,Crystal Palace,1,0,H,3,0
2015-2016_Bournemouth_West Ham,2015-2016,21,1/12/2016,Bournemouth,West Ham,1,3,A,0,3
2015-2016_Newcastle_Man United,2015-2016,21,1/12/2016,Newcastle,Man United,3,3,D,1,1
2015-2016_Chelsea_West Brom,2015-2016,21,1/13/2016,Chelsea,West Brom,2,2,D,1,1
2015-2016_Liverpool_Arsenal,2015-2016,21,1/13/2016,Liverpool,Arsenal,3,3,D,1,1
2015-2016_Man City_Everton,2015-2016,21,1/13/2016,Man City,Everton,0,0,D,1,1
2015-2016_Southampton_Watford,2015-2016,21,1/13/2016,Southampton,Watford,2,0,H,3,0
2015-2016_Stoke_Norwich,2015-2016,21,1/13/2016,Stoke,Norwich,3,1,H,3,0
2015-2016_Swansea_Sunderland,2015-2016,21,1/13/2016,Swansea,Sunderland,2,4,A,0,3
2015-2016_Tottenham_Leicester,2015-2016,21,1/13/2016,Tottenham,Leicester,0,1,A,0,3
2015-2016_Aston Villa_Leicester,2015-2016,22,1/16/2016,Aston Villa,Leicester,1,1,D,1,1
2015-2016_Bournemouth_Norwich,2015-2016,22,1/16/2016,Bournemouth,Norwich,3,0,H,3,0
2015-2016_Chelsea_Everton,2015-2016,22,1/16/2016,Chelsea,Everton,3,3,D,1,1
2015-2016_Man City_Crystal Palace,2015-2016,22,1/16/2016,Man City,Crystal Palace,4,0,H,3,0
2015-2016_Newcastle_West Ham,2015-2016,22,1/16/2016,Newcastle,West Ham,2,1,H,3,0
2015-2016_Southampton_West Brom,2015-2016,22,1/16/2016,Southampton,West Brom,3,0,H,3,0
2015-2016_Tottenham_Sunderland,2015-2016,22,1/16/2016,Tottenham,Sunderland,4,1,H,3,0
2015-2016_Liverpool_Man United,2015-2016,22,1/17/2016,Liverpool,Man United,0,1,A,0,3
2015-2016_Stoke_Arsenal,2015-2016,22,1/17/2016,Stoke,Arsenal,0,0,D,1,1
2015-2016_Swansea_Watford,2015-2016,22,1/18/2016,Swansea,Watford,1,0,H,3,0
2015-2016_Crystal Palace_Tottenham,2015-2016,23,1/23/2016,Crystal Palace,Tottenham,1,3,A,0,3
2015-2016_Leicester_Stoke,2015-2016,23,1/23/2016,Leicester,Stoke,3,0,H,3,0
2015-2016_Man United_Southampton,2015-2016,23,1/23/2016,Man United,Southampton,0,1,A,0,3
2015-2016_Norwich_Liverpool,2015-2016,23,1/23/2016,Norwich,Liverpool,4,5,A,0,3
2015-2016_Sunderland_Bournemouth,2015-2016,23,1/23/2016,Sunderland,Bournemouth,1,1,D,1,1
2015-2016_Watford_Newcastle,2015-2016,23,1/23/2016,Watford,Newcastle,2,1,H,3,0
2015-2016_West Brom_Aston Villa,2015-2016,23,1/23/2016,West Brom,Aston Villa,0,0,D,1,1
2015-2016_West Ham_Man City,2015-2016,23,1/23/2016,West Ham,Man City,2,2,D,1,1
2015-2016_Arsenal_Chelsea,2015-2016,23,1/24/2016,Arsenal,Chelsea,0,1,A,0,3
2015-2016_Everton_Swansea,2015-2016,23,1/24/2016,Everton,Swansea,1,2,A,0,3
2015-2016_Arsenal_Southampton,2015-2016,24,2/2/2016,Arsenal,Southampton,0,0,D,1,1
2015-2016_Crystal Palace_Bournemouth,2015-2016,24,2/2/2016,Crystal Palace,Bournemouth,1,2,A,0,3
2015-2016_Leicester_Liverpool,2015-2016,24,2/2/2016,Leicester,Liverpool,2,0,H,3,0
2015-2016_Man United_Stoke,2015-2016,24,2/2/2016,Man United,Stoke,3,0,H,3,0
2015-2016_Norwich_Tottenham,2015-2016,24,2/2/2016,Norwich,Tottenham,0,3,A,0,3
2015-2016_Sunderland_Man City,2015-2016,24,2/2/2016,Sunderland,Man City,0,1,A,0,3
2015-2016_West Brom_Swansea,2015-2016,24,2/2/2016,West Brom,Swansea,1,1,D,1,1
2015-2016_West Ham_Aston Villa,2015-2016,24,2/2/2016,West Ham,Aston Villa,2,0,H,3,0
2015-2016_Everton_Newcastle,2015-2016,24,2/3/2016,Everton,Newcastle,3,0,H,3,0
2015-2016_Watford_Chelsea,2015-2016,24,2/3/2016,Watford,Chelsea,0,0,D,1,1
2015-2016_Aston Villa_Norwich,2015-2016,25,2/6/2016,Aston Villa,Norwich,2,0,H,3,0
2015-2016_Liverpool_Sunderland,2015-2016,25,2/6/2016,Liverpool,Sunderland,2,2,D,1,1
2015-2016_Man City_Leicester,2015-2016,25,2/6/2016,Man City,Leicester,1,3,A,0,3
2015-2016_Newcastle_West Brom,2015-2016,25,2/6/2016,Newcastle,West Brom,1,0,H,3,0
2015-2016_Southampton_West Ham,2015-2016,25,2/6/2016,Southampton,West Ham,1,0,H,3,0
2015-2016_Stoke_Everton,2015-2016,25,2/6/2016,Stoke,Everton,0,3,A,0,3
2015-2016_Swansea_Crystal Palace,2015-2016,25,2/6/2016,Swansea,Crystal Palace,1,1,D,1,1
2015-2016_Tottenham_Watford,2015-2016,25,2/6/2016,Tottenham,Watford,1,0,H,3,0
2015-2016_Bournemouth_Arsenal,2015-2016,25,2/7/2016,Bournemouth,Arsenal,0,2,A,0,3
2015-2016_Chelsea_Man United,2015-2016,25,2/7/2016,Chelsea,Man United,1,1,D,1,1
2015-2016_Bournemouth_Stoke,2015-2016,26,2/13/2016,Bournemouth,Stoke,1,3,A,0,3
2015-2016_Chelsea_Newcastle,2015-2016,26,2/13/2016,Chelsea,Newcastle,5,1,H,3,0
2015-2016_Crystal Palace_Watford,2015-2016,26,2/13/2016,Crystal Palace,Watford,1,2,A,0,3
2015-2016_Everton_West Brom,2015-2016,26,2/13/2016,Everton,West Brom,0,1,A,0,3
2015-2016_Norwich_West Ham,2015-2016,26,2/13/2016,Norwich,West Ham,2,2,D,1,1
2015-2016_Sunderland_Man United,2015-2016,26,2/13/2016,Sunderland,Man United,2,1,H,3,0
2015-2016_Swansea_Southampton,2015-2016,26,2/13/2016,Swansea,Southampton,0,1,A,0,3
2015-2016_Arsenal_Leicester,2015-2016,26,2/14/2016,Arsenal,Leicester,2,1,H,3,0
2015-2016_Aston Villa_Liverpool,2015-2016,26,2/14/2016,Aston Villa,Liverpool,0,6,A,0,3
2015-2016_Man City_Tottenham,2015-2016,26,2/14/2016,Man City,Tottenham,1,2,A,0,3
2015-2016_Leicester_Norwich,2015-2016,27,2/27/2016,Leicester,Norwich,1,0,H,3,0
2015-2016_Southampton_Chelsea,2015-2016,27,2/27/2016,Southampton,Chelsea,1,2,A,0,3
2015-2016_Stoke_Aston Villa,2015-2016,27,2/27/2016,Stoke,Aston Villa,2,1,H,3,0
2015-2016_Watford_Bournemouth,2015-2016,27,2/27/2016,Watford,Bournemouth,0,0,D,1,1
2015-2016_West Brom_Crystal Palace,2015-2016,27,2/27/2016,West Brom,Crystal Palace,3,2,H,3,0
2015-2016_West Ham_Sunderland,2015-2016,27,2/27/2016,West Ham,Sunderland,1,0,H,3,0
2015-2016_Tottenham_Swansea,2015-2016,27,2/28/2016,Tottenham,Swansea,2,1,H,3,0
2015-2016_Man United_Arsenal,2015-2016,27,2/28/2016,Man United,Arsenal,3,2,H,3,0
2015-2016_Aston Villa_Everton,2015-2016,28,3/1/2016,Aston Villa,Everton,1,3,A,0,3
2015-2016_Bournemouth_Southampton,2015-2016,28,3/1/2016,Bournemouth,Southampton,2,0,H,3,0
2015-2016_Leicester_West Brom,2015-2016,28,3/1/2016,Leicester,West Brom,2,2,D,1,1
2015-2016_Norwich_Chelsea,2015-2016,28,3/1/2016,Norwich,Chelsea,1,2,A,0,3
2015-2016_Sunderland_Crystal Palace,2015-2016,28,3/1/2016,Sunderland,Crystal Palace,2,2,D,1,1
2015-2016_Arsenal_Swansea,2015-2016,28,3/2/2016,Arsenal,Swansea,1,2,A,0,3
2015-2016_Liverpool_Man City,2015-2016,28,3/2/2016,Liverpool,Man City,3,0,H,3,0
2015-2016_Man United_Watford,2015-2016,28,3/2/2016,Man United,Watford,1,0,H,3,0
2015-2016_Stoke_Newcastle,2015-2016,28,3/2/2016,Stoke,Newcastle,1,0,H,3,0
2015-2016_West Ham_Tottenham,2015-2016,28,3/2/2016,West Ham,Tottenham,1,0,H,3,0
2015-2016_Chelsea_Stoke,2015-2016,29,3/5/2016,Chelsea,Stoke,1,1,D,1,1
2015-2016_Everton_West Ham,2015-2016,29,3/5/2016,Everton,West Ham,2,3,A,0,3
2015-2016_Man City_Aston Villa,2015-2016,29,3/5/2016,Man City,Aston Villa,4,0,H,3,0
2015-2016_Newcastle_Bournemouth,2015-2016,29,3/5/2016,Newcastle,Bournemouth,1,3,A,0,3
2015-2016_Southampton_Sunderland,2015-2016,29,3/5/2016,Southampton,Sunderland,1,1,D,1,1
2015-2016_Swansea_Norwich,2015-2016,29,3/5/2016,Swansea,Norwich,1,0,H,3,0
2015-2016_Tottenham_Arsenal,2015-2016,29,3/5/2016,Tottenham,Arsenal,2,2,D,1,1
2015-2016_Watford_Leicester,2015-2016,29,3/5/2016,Watford,Leicester,0,1,A,0,3
2015-2016_Crystal Palace_Liverpool,2015-2016,29,3/6/2016,Crystal Palace,Liverpool,1,2,A,0,3
2015-2016_West Brom_Man United,2015-2016,29,3/6/2016,West Brom,Man United,1,0,H,3,0
2015-2016_Bournemouth_Swansea,2015-2016,30,3/12/2016,Bournemouth,Swansea,3,2,H,3,0
2015-2016_Norwich_Man City,2015-2016,30,3/12/2016,Norwich,Man City,0,0,D,1,1
2015-2016_Stoke_Southampton,2015-2016,30,3/12/2016,Stoke,Southampton,1,2,A,0,3
2015-2016_Aston Villa_Tottenham,2015-2016,30,3/13/2016,Aston Villa,Tottenham,0,2,A,0,3
2015-2016_Leicester_Newcastle,2015-2016,30,3/14/2016,Leicester,Newcastle,1,0,H,3,0
2015-2016_Chelsea_West Ham,2015-2016,31,3/19/2016,Chelsea,West Ham,2,2,D,1,1
2015-2016_Crystal Palace_Leicester,2015-2016,31,3/19/2016,Crystal Palace,Leicester,0,1,A,0,3
2015-2016_Everton_Arsenal,2015-2016,31,3/19/2016,Everton,Arsenal,0,2,A,0,3
2015-2016_Swansea_Aston Villa,2015-2016,31,3/19/2016,Swansea,Aston Villa,1,0,H,3,0
2015-2016_Watford_Stoke,2015-2016,31,3/19/2016,Watford,Stoke,1,2,A,0,3
2015-2016_West Brom_Norwich,2015-2016,31,3/19/2016,West Brom,Norwich,0,1,A,0,3
2015-2016_Man City_Man United,2015-2016,31,3/20/2016,Man City,Man United,0,1,A,0,3
2015-2016_Newcastle_Sunderland,2015-2016,31,3/20/2016,Newcastle,Sunderland,1,1,D,1,1
2015-2016_Southampton_Liverpool,2015-2016,31,3/20/2016,Southampton,Liverpool,3,2,H,3,0
2015-2016_Tottenham_Bournemouth,2015-2016,31,3/20/2016,Tottenham,Bournemouth,3,0,H,3,0
2015-2016_Arsenal_Watford,2015-2016,32,4/2/2016,Arsenal,Watford,4,0,H,3,0
2015-2016_Aston Villa_Chelsea,2015-2016,32,4/2/2016,Aston Villa,Chelsea,0,4,A,0,3
2015-2016_Bournemouth_Man City,2015-2016,32,4/2/2016,Bournemouth,Man City,0,4,A,0,3
2015-2016_Liverpool_Tottenham,2015-2016,32,4/2/2016,Liverpool,Tottenham,1,1,D,1,1
2015-2016_Norwich_Newcastle,2015-2016,32,4/2/2016,Norwich,Newcastle,3,2,H,3,0
2015-2016_Stoke_Swansea,2015-2016,32,4/2/2016,Stoke,Swansea,2,2,D,1,1
2015-2016_Sunderland_West Brom,2015-2016,32,4/2/2016,Sunderland,West Brom,0,0,D,1,1
2015-2016_West Ham_Crystal Palace,2015-2016,32,4/2/2016,West Ham,Crystal Palace,2,2,D,1,1
2015-2016_Leicester_Southampton,2015-2016,32,4/3/2016,Leicester,Southampton,1,0,H,3,0
2015-2016_Man United_Everton,2015-2016,32,4/3/2016,Man United,Everton,1,0,H,3,0
2015-2016_Aston Villa_Bournemouth,2015-2016,33,4/9/2016,Aston Villa,Bournemouth,1,2,A,0,3
2015-2016_Crystal Palace_Norwich,2015-2016,33,4/9/2016,Crystal Palace,Norwich,1,0,H,3,0
2015-2016_Man City_West Brom,2015-2016,33,4/9/2016,Man City,West Brom,2,1,H,3,0
2015-2016_Southampton_Newcastle,2015-2016,33,4/9/2016,Southampton,Newcastle,3,1,H,3,0
2015-2016_Swansea_Chelsea,2015-2016,33,4/9/2016,Swansea,Chelsea,1,0,H,3,0
2015-2016_Watford_Everton,2015-2016,33,4/9/2016,Watford,Everton,1,1,D,1,1
2015-2016_West Ham_Arsenal,2015-2016,33,4/9/2016,West Ham,Arsenal,3,3,D,1,1
2015-2016_Liverpool_Stoke,2015-2016,33,4/10/2016,Liverpool,Stoke,4,1,H,3,0
2015-2016_Sunderland_Leicester,2015-2016,33,4/10/2016,Sunderland,Leicester,0,2,A,0,3
2015-2016_Tottenham_Man United,2015-2016,33,4/10/2016,Tottenham,Man United,3,0,H,3,0
2015-2016_Crystal Palace_Everton,2015-2016,33,4/13/2016,Crystal Palace,Everton,0,0,D,1,1
2015-2016_Chelsea_Man City,2015-2016,34,4/16/2016,Chelsea,Man City,0,3,A,0,3
2015-2016_Everton_Southampton,2015-2016,34,4/16/2016,Everton,Southampton,1,1,D,1,1
2015-2016_Man United_Aston Villa,2015-2016,34,4/16/2016,Man United,Aston Villa,1,0,H,3,0
2015-2016_Newcastle_Swansea,2015-2016,34,4/16/2016,Newcastle,Swansea,3,0,H,3,0
2015-2016_Norwich_Sunderland,2015-2016,34,4/16/2016,Norwich,Sunderland,0,3,A,0,3
2015-2016_West Brom_Watford,2015-2016,34,4/16/2016,West Brom,Watford,0,1,A,0,3
2015-2016_Arsenal_Crystal Palace,2015-2016,34,4/17/2016,Arsenal,Crystal Palace,1,1,D,1,1
2015-2016_Bournemouth_Liverpool,2015-2016,34,4/17/2016,Bournemouth,Liverpool,1,2,A,0,3
2015-2016_Leicester_West Ham,2015-2016,34,4/17/2016,Leicester,West Ham,2,2,D,1,1
2015-2016_Stoke_Tottenham,2015-2016,34,4/18/2016,Stoke,Tottenham,0,4,A,0,3
2015-2016_Newcastle_Man City,2015-2016,34,4/19/2016,Newcastle,Man City,1,1,D,1,1
2015-2016_Liverpool_Everton,2015-2016,34,4/20/2016,Liverpool,Everton,4,0,H,3,0
2015-2016_Man United_Crystal Palace,2015-2016,34,4/20/2016,Man United,Crystal Palace,2,0,H,3,0
2015-2016_West Ham_Watford,2015-2016,34,4/20/2016,West Ham,Watford,3,1,H,3,0
2015-2016_Arsenal_West Brom,2015-2016,34,4/21/2016,Arsenal,West Brom,2,0,H,3,0
2015-2016_Aston Villa_Southampton,2015-2016,35,4/23/2016,Aston Villa,Southampton,2,4,A,0,3
2015-2016_Bournemouth_Chelsea,2015-2016,35,4/23/2016,Bournemouth,Chelsea,1,4,A,0,3
2015-2016_Liverpool_Newcastle,2015-2016,35,4/23/2016,Liverpool,Newcastle,2,2,D,1,1
2015-2016_Man City_Stoke,2015-2016,35,4/23/2016,Man City,Stoke,4,0,H,3,0
2015-2016_Leicester_Swansea,2015-2016,35,4/24/2016,Leicester,Swansea,4,0,H,3,0
2015-2016_Sunderland_Arsenal,2015-2016,35,4/24/2016,Sunderland,Arsenal,0,0,D,1,1
2015-2016_Tottenham_West Brom,2015-2016,35,4/25/2016,Tottenham,West Brom,1,1,D,1,1
2015-2016_Arsenal_Norwich,2015-2016,36,4/30/2016,Arsenal,Norwich,1,0,H,3,0
2015-2016_Everton_Bournemouth,2015-2016,36,4/30/2016,Everton,Bournemouth,2,1,H,3,0
2015-2016_Newcastle_Crystal Palace,2015-2016,36,4/30/2016,Newcastle,Crystal Palace,1,0,H,3,0
2015-2016_Stoke_Sunderland,2015-2016,36,4/30/2016,Stoke,Sunderland,1,1,D,1,1
2015-2016_Watford_Aston Villa,2015-2016,36,4/30/2016,Watford,Aston Villa,3,2,H,3,0
2015-2016_West Brom_West Ham,2015-2016,36,4/30/2016,West Brom,West Ham,0,3,A,0,3
2015-2016_Man United_Leicester,2015-2016,36,5/1/2016,Man United,Leicester,1,1,D,1,1
2015-2016_Southampton_Man City,2015-2016,36,5/1/2016,Southampton,Man City,4,2,H,3,0
2015-2016_Swansea_Liverpool,2015-2016,36,5/1/2016,Swansea,Liverpool,3,1,H,3,0
2015-2016_Chelsea_Tottenham,2015-2016,36,5/2/2016,Chelsea,Tottenham,2,2,D,1,1
2015-2016_Aston Villa_Newcastle,2015-2016,37,5/7/2016,Aston Villa,Newcastle,0,0,D,1,1
2015-2016_Bournemouth_West Brom,2015-2016,37,5/7/2016,Bournemouth,West Brom,1,1,D,1,1
2015-2016_Crystal Palace_Stoke,2015-2016,37,5/7/2016,Crystal Palace,Stoke,2,1,H,3,0
2015-2016_Leicester_Everton,2015-2016,37,5/7/2016,Leicester,Everton,3,1,H,3,0
2015-2016_Norwich_Man United,2015-2016,37,5/7/2016,Norwich,Man United,0,1,A,0,3
2015-2016_Sunderland_Chelsea,2015-2016,37,5/7/2016,Sunderland,Chelsea,3,2,H,3,0
2015-2016_West Ham_Swansea,2015-2016,37,5/7/2016,West Ham,Swansea,1,4,A,0,3
2015-2016_Liverpool_Watford,2015-2016,37,5/8/2016,Liverpool,Watford,2,0,H,3,0
2015-2016_Man City_Arsenal,2015-2016,37,5/8/2016,Man City,Arsenal,2,2,D,1,1
2015-2016_Tottenham_Southampton,2015-2016,37,5/8/2016,Tottenham,Southampton,1,2,A,0,3
2015-2016_West Ham_Man United,2015-2016,37,5/10/2016,West Ham,Man United,3,2,H,3,0
2015-2016_Liverpool_Chelsea,2015-2016,37,5/11/2016,Liverpool,Chelsea,1,1,D,1,1
2015-2016_Norwich_Watford,2015-2016,37,5/11/2016,Norwich,Watford,4,2,H,3,0
2015-2016_Sunderland_Everton,2015-2016,37,5/11/2016,Sunderland,Everton,3,0,H,3,0
2015-2016_Arsenal_Aston Villa,2015-2016,38,5/15/2016,Arsenal,Aston Villa,4,0,H,3,0
2015-2016_Chelsea_Leicester,2015-2016,38,5/15/2016,Chelsea,Leicester,1,1,D,1,1
2015-2016_Everton_Norwich,2015-2016,38,5/15/2016,Everton,Norwich,3,0,H,3,0
2015-2016_Newcastle_Tottenham,2015-2016,38,5/15/2016,Newcastle,Tottenham,5,1,H,3,0
2015-2016_Southampton_Crystal Palace,2015-2016,38,5/15/2016,Southampton,Crystal Palace,4,1,H,3,0
2015-2016_Stoke_West Ham,2015-2016,38,5/15/2016,Stoke,West Ham,2,1,H,3,0
2015-2016_Swansea_Man City,2015-2016,38,5/15/2016,Swansea,Man City,1,1,D,1,1
2015-2016_Watford_Sunderland,2015-2016,38,5/15/2016,Watford,Sunderland,2,2,D,1,1
2015-2016_West Brom_Liverpool,2015-2016,38,5/15/2016,West Brom,Liverpool,1,1,D,1,1
2015-2016_Man United_Bournemouth,2015-2016,38,5/17/2016,Man United,Bournemouth,3,1,H,3,0
2016-2017_Burnley_Swansea,2016-2017,1,8/13/2016,Burnley,Swansea,0,1,A,0,3
2016-2017_Crystal Palace_West Brom,2016-2017,1,8/13/2016,Crystal Palace,West Brom,0,1,A,0,3
2016-2017_Everton_Tottenham,2016-2017,1,8/13/2016,Everton,Tottenham,1,1,D,1,1
2016-2017_Hull_Leicester,2016-2017,1,8/13/2016,Hull,Leicester,2,1,H,3,0
2016-2017_Man City_Sunderland,2016-2017,1,8/13/2016,Man City,Sunderland,2,1,H,3,0
2016-2017_Middlesbrough_Stoke,2016-2017,1,8/13/2016,Middlesbrough,Stoke,1,1,D,1,1
2016-2017_Southampton_Watford,2016-2017,1,8/13/2016,Southampton,Watford,1,1,D,1,1
2016-2017_Arsenal_Liverpool,2016-2017,1,8/14/2016,Arsenal,Liverpool,3,4,A,0,3
2016-2017_Bournemouth_Man United,2016-2017,1,8/14/2016,Bournemouth,Man United,1,3,A,0,3
2016-2017_Chelsea_West Ham,2016-2017,1,8/15/2016,Chelsea,West Ham,2,1,H,3,0
2016-2017_Man United_Southampton,2016-2017,2,8/19/2016,Man United,Southampton,2,0,H,3,0
2016-2017_Burnley_Liverpool,2016-2017,2,8/20/2016,Burnley,Liverpool,2,0,H,3,0
2016-2017_Leicester_Arsenal,2016-2017,2,8/20/2016,Leicester,Arsenal,0,0,D,1,1
2016-2017_Stoke_Man City,2016-2017,2,8/20/2016,Stoke,Man City,1,4,A,0,3
2016-2017_Swansea_Hull,2016-2017,2,8/20/2016,Swansea,Hull,0,2,A,0,3
2016-2017_Tottenham_Crystal Palace,2016-2017,2,8/20/2016,Tottenham,Crystal Palace,1,0,H,3,0
2016-2017_Watford_Chelsea,2016-2017,2,8/20/2016,Watford,Chelsea,1,2,A,0,3
2016-2017_West Brom_Everton,2016-2017,2,8/20/2016,West Brom,Everton,1,2,A,0,3
2016-2017_Sunderland_Middlesbrough,2016-2017,2,8/21/2016,Sunderland,Middlesbrough,1,2,A,0,3
2016-2017_West Ham_Bournemouth,2016-2017,3,8/21/2016,West Ham,Bournemouth,1,0,H,3,0
2016-2017_Chelsea_Burnley,2016-2017,3,8/27/2016,Chelsea,Burnley,3,0,H,3,0
2016-2017_Crystal Palace_Bournemouth,2016-2017,3,8/27/2016,Crystal Palace,Bournemouth,1,1,D,1,1
2016-2017_Everton_Stoke,2016-2017,3,8/27/2016,Everton,Stoke,1,0,H,3,0
2016-2017_Hull_Man United,2016-2017,3,8/27/2016,Hull,Man United,0,1,A,0,3
2016-2017_Leicester_Swansea,2016-2017,3,8/27/2016,Leicester,Swansea,2,1,H,3,0
2016-2017_Southampton_Sunderland,2016-2017,3,8/27/2016,Southampton,Sunderland,1,1,D,1,1
2016-2017_Tottenham_Liverpool,2016-2017,3,8/27/2016,Tottenham,Liverpool,1,1,D,1,1
2016-2017_Watford_Arsenal,2016-2017,3,8/27/2016,Watford,Arsenal,1,3,A,0,3
2016-2017_Man City_West Ham,2016-2017,3,8/28/2016,Man City,West Ham,3,1,H,3,0
2016-2017_West Brom_Middlesbrough,2016-2017,3,8/28/2016,West Brom,Middlesbrough,0,0,D,1,1
2016-2017_Arsenal_Southampton,2016-2017,4,9/10/2016,Arsenal,Southampton,2,1,H,3,0
2016-2017_Bournemouth_West Brom,2016-2017,4,9/10/2016,Bournemouth,West Brom,1,0,H,3,0
2016-2017_Burnley_Hull,2016-2017,4,9/10/2016,Burnley,Hull,1,1,D,1,1
2016-2017_Liverpool_Leicester,2016-2017,4,9/10/2016,Liverpool,Leicester,4,1,H,3,0
2016-2017_Man United_Man City,2016-2017,4,9/10/2016,Man United,Man City,1,2,A,0,3
2016-2017_Middlesbrough_Crystal Palace,2016-2017,4,9/10/2016,Middlesbrough,Crystal Palace,1,2,A,0,3
2016-2017_Stoke_Tottenham,2016-2017,4,9/10/2016,Stoke,Tottenham,0,4,A,0,3
2016-2017_West Ham_Watford,2016-2017,4,9/10/2016,West Ham,Watford,2,4,A,0,3
2016-2017_Swansea_Chelsea,2016-2017,4,9/11/2016,Swansea,Chelsea,2,2,D,1,1
2016-2017_Sunderland_Everton,2016-2017,4,9/12/2016,Sunderland,Everton,0,3,A,0,3
2016-2017_Chelsea_Liverpool,2016-2017,5,9/16/2016,Chelsea,Liverpool,1,2,A,0,3
2016-2017_Everton_Middlesbrough,2016-2017,5,9/17/2016,Everton,Middlesbrough,3,1,H,3,0
2016-2017_Hull_Arsenal,2016-2017,5,9/17/2016,Hull,Arsenal,1,4,A,0,3
2016-2017_Leicester_Burnley,2016-2017,5,9/17/2016,Leicester,Burnley,3,0,H,3,0
2016-2017_Man City_Bournemouth,2016-2017,5,9/17/2016,Man City,Bournemouth,4,0,H,3,0
2016-2017_West Brom_West Ham,2016-2017,5,9/17/2016,West Brom,West Ham,4,2,H,3,0
2016-2017_Crystal Palace_Stoke,2016-2017,5,9/18/2016,Crystal Palace,Stoke,4,1,H,3,0
2016-2017_Southampton_Swansea,2016-2017,5,9/18/2016,Southampton,Swansea,1,0,H,3,0
2016-2017_Tottenham_Sunderland,2016-2017,5,9/18/2016,Tottenham,Sunderland,1,0,H,3,0
2016-2017_Watford_Man United,2016-2017,5,9/18/2016,Watford,Man United,3,1,H,3,0
2016-2017_Arsenal_Chelsea,2016-2017,6,9/24/2016,Arsenal,Chelsea,3,0,H,3,0
2016-2017_Bournemouth_Everton,2016-2017,6,9/24/2016,Bournemouth,Everton,1,0,H,3,0
2016-2017_Liverpool_Hull,2016-2017,6,9/24/2016,Liverpool,Hull,5,1,H,3,0
2016-2017_Man United_Leicester,2016-2017,6,9/24/2016,Man United,Leicester,4,1,H,3,0
2016-2017_Middlesbrough_Tottenham,2016-2017,6,9/24/2016,Middlesbrough,Tottenham,1,2,A,0,3
2016-2017_Stoke_West Brom,2016-2017,6,9/24/2016,Stoke,West Brom,1,1,D,1,1
2016-2017_Sunderland_Crystal Palace,2016-2017,6,9/24/2016,Sunderland,Crystal Palace,2,3,A,0,3
2016-2017_Swansea_Man City,2016-2017,6,9/24/2016,Swansea,Man City,1,3,A,0,3
2016-2017_West Ham_Southampton,2016-2017,6,9/25/2016,West Ham,Southampton,0,3,A,0,3
2016-2017_Burnley_Watford,2016-2017,6,9/26/2016,Burnley,Watford,2,0,H,3,0
2016-2017_Everton_Crystal Palace,2016-2017,7,9/30/2016,Everton,Crystal Palace,1,1,D,1,1
2016-2017_Hull_Chelsea,2016-2017,7,10/1/2016,Hull,Chelsea,0,2,A,0,3
2016-2017_Sunderland_West Brom,2016-2017,7,10/1/2016,Sunderland,West Brom,1,1,D,1,1
2016-2017_Swansea_Liverpool,2016-2017,7,10/1/2016,Swansea,Liverpool,1,2,A,0,3
2016-2017_Watford_Bournemouth,2016-2017,7,10/1/2016,Watford,Bournemouth,2,2,D,1,1
2016-2017_West Ham_Middlesbrough,2016-2017,7,10/1/2016,West Ham,Middlesbrough,1,1,D,1,1
2016-2017_Burnley_Arsenal,2016-2017,7,10/2/2016,Burnley,Arsenal,0,1,A,0,3
2016-2017_Leicester_Southampton,2016-2017,7,10/2/2016,Leicester,Southampton,0,0,D,1,1
2016-2017_Man United_Stoke,2016-2017,7,10/2/2016,Man United,Stoke,1,1,D,1,1
2016-2017_Tottenham_Man City,2016-2017,7,10/2/2016,Tottenham,Man City,2,0,H,3,0
2016-2017_Arsenal_Swansea,2016-2017,8,10/15/2016,Arsenal,Swansea,3,2,H,3,0
2016-2017_Bournemouth_Hull,2016-2017,8,10/15/2016,Bournemouth,Hull,6,1,H,3,0
2016-2017_Chelsea_Leicester,2016-2017,8,10/15/2016,Chelsea,Leicester,3,0,H,3,0
